0.17910448,0.0,0.17910448,0.0,0.0,0.0,0.0,0.0,1.0
0.19402985,0.0,0.19402985,0.0,0.0,0.2,0.0,0.0,1.0
0.14925373,0.0,0.14925373,0.0,0.0,0.0,0.0,0.0,1.0
0.20895522,0.0,0.20895522,0.0,0.2,0.2,0.125,0.07352941,0.0
0.14925373,0.0,0.14925373,0.0,0.2,0.2,0.0,0.0,0.0
0.26865672,0.0,0.26865672,0.0,0.0,0.0,0.125,0.05882353,1.0
0.49253731,0.0,0.49253731,0.0,0.0,0.0,0.0,0.0,1.0
0.19402985,0.125,0.17910448,0.125,0.0,0.2,0.125,0.08823529,1.0
0.31343284,0.0,0.31343284,0.0,0.0,0.2,0.0,0.0,1.0
0.17910448,0.0,0.17910448,0.0,0.2,0.2,0.0,0.0,0.0
0.1641791,0.0,0.1641791,0.0,0.0,0.0,0.125,0.02941176,1.0
0.25373134,0.0,0.25373134,0.0,0.2,0.0,0.125,0.05882353,1.0
0.3880597,0.0,0.3880597,0.0,0.0,0.0,0.0,0.0,1.0
0.1641791,0.125,0.14925373,0.125,0.2,0.0,0.0,0.0,1.0
0.40298507,0.125,0.19402985,0.125,0.0,0.2,0.0,0.0,1.0
0.31343284,0.0,0.31343284,0.0,0.0,0.0,0.0,0.0,1.0
0.20895522,0.0,0.20895522,0.0,0.0,0.0,0.125,0.04411765,1.0
0.14925373,0.0,0.14925373,0.0,0.2,0.2,0.0,0.0,0.0
0.1641791,0.0,0.1641791,0.0,0.0,0.2,0.0,0.0,1.0
0.2238806,0.0,0.2238806,0.0,0.0,0.2,0.0,0.0,1.0
0.23880597,0.0,0.23880597,0.0,0.0,0.2,0.0,0.0,1.0
0.05970149,0.0,0.05970149,0.0,0.0,0.0,0.0,0.0,1.0
0.20895522,0.125,0.19402985,0.125,0.0,0.0,0.0,0.0,1.0
0.58208955,0.0,0.58208955,0.0,0.0,0.4,0.0,0.0,1.0
0.14925373,0.0,0.14925373,0.0,0.0,0.2,0.25,0.04411765,1.0
0.08955224,0.0,0.08955224,0.0,0.0,0.2,0.125,0.02941176,1.0
0.23880597,0.0,0.23880597,0.0,0.0,0.2,0.0,0.0,1.0
0.26865672,0.0,0.26865672,0.0,0.0,0.2,0.0,0.0,1.0
0.53731343,0.0,0.53731343,0.0,0.0,0.0,0.125,0.05882353,1.0
0.43283582,0.125,0.20895522,0.125,0.0,0.2,0.0,0.0,1.0
0.29850746,0.125,0.13432836,0.125,0.0,0.2,0.125,0.05882353,1.0
0.2238806,0.0,0.2238806,0.0,0.0,0.2,0.0,0.0,1.0
0.34328358,0.0,0.34328358,0.0,0.0,0.0,0.125,0.07352941,1.0
0.53731343,0.25,0.1641791,0.25,0.2,0.2,0.125,0.20588235,1.0
0.1641791,0.0,0.1641791,0.0,0.0,0.0,0.0,0.0,1.0
0.46268657,0.0,0.46268657,0.0,0.0,0.0,0.25,0.22058824,1.0
0.32835821,0.0,0.32835821,0.0,0.0,0.0,0.25,0.22058824,1.0
0.17910448,0.0,0.17910448,0.0,0.0,0.2,0.0,0.0,1.0
0.34328358,0.0,0.34328358,0.0,0.0,0.2,0.0,0.0,1.0
0.08955224,0.0,0.08955224,0.0,0.0,0.0,0.0,0.0,1.0
